Saison;Spiel;Nachname;Vorname;Einsatz;Gruppe
2021/22;33;Heinrich;Timo;70-90;02_Bank
2021/22;34;Heinrich;Timo;76-90;02_Bank
2021/22;1;Hugo;Lennardt;Voll;01_Startelf
2021/22;2;Hugo;Lennardt;1-54;01_Startelf
2021/22;3;Hugo;Lennardt;90-90;02_Bank
2021/22;4;Hugo;Lennardt;80-90;02_Bank
2021/22;5;Hugo;Lennardt;73-90;02_Bank
2021/22;6;Hugo;Lennardt;69-90;02_Bank
2021/22;10;Hugo;Lennardt;Voll;01_Startelf
2021/22;14;Hugo;Lennardt;43-90;02_Bank
2021/22;15;Hugo;Lennardt;88-90;02_Bank
2021/22;16;Hugo;Lennardt;12-90;02_Bank
2021/22;17;Hugo;Lennardt;88-90;02_Bank
2021/22;18;Hugo;Lennardt;1-45;01_Startelf
2021/22;21;Hugo;Lennardt;89-90;02_Bank
2021/22;22;Hugo;Lennardt;1-45;01_Startelf
2021/22;23;Hugo;Lennardt;Voll;01_Startelf
2021/22;24;Hugo;Lennardt;1-85;01_Startelf
2021/22;25;Hugo;Lennardt;Voll;01_Startelf
2021/22;26;Hugo;Lennardt;34-90;02_Bank
2021/22;28;Hugo;Lennardt;Voll;01_Startelf
2021/22;29;Hugo;Lennardt;1-83;01_Startelf
2021/22;30;Hugo;Lennardt;90-90;02_Bank
2021/22;31;Hugo;Lennardt;82-90;02_Bank
2021/22;32;Hugo;Lennardt;1-72;01_Startelf
2021/22;33;Hugo;Lennardt;1-72;01_Startelf
2021/22;34;Hugo;Lennardt;84-90;02_Bank
2021/22;3;Kamp;Robin;Voll;01_Startelf
2021/22;4;Kamp;Robin;Voll;01_Startelf
2021/22;5;Kamp;Robin;Voll;01_Startelf
2021/22;6;Kamp;Robin;Voll;01_Startelf
2021/22;7;Kamp;Robin;Voll;01_Startelf
2021/22;8;Kamp;Robin;Voll;01_Startelf
2021/22;9;Kamp;Robin;Voll;01_Startelf
2021/22;10;Kamp;Robin;Voll;01_Startelf
2021/22;11;Kamp;Robin;1-65;01_Startelf
2021/22;12;Kamp;Robin;Voll;01_Startelf
2021/22;13;Kamp;Robin;79-90;02_Bank
2021/22;14;Kamp;Robin;Voll;01_Startelf
2021/22;15;Kamp;Robin;Voll;01_Startelf
2021/22;16;Kamp;Robin;Voll;01_Startelf
2021/22;17;Kamp;Robin;Voll;01_Startelf
2021/22;18;Kamp;Robin;Voll;01_Startelf
2021/22;19;Kamp;Robin;Voll;01_Startelf
2021/22;21;Kamp;Robin;Voll;01_Startelf
2021/22;23;Kamp;Robin;Voll;01_Startelf
2021/22;24;Kamp;Robin;Voll;01_Startelf
2021/22;25;Kamp;Robin;1-45;01_Startelf
2021/22;26;Kamp;Robin;1-82;01_Startelf
2021/22;27;Kamp;Robin;Voll;01_Startelf
2021/22;29;Kamp;Robin;76-90;02_Bank
2021/22;30;Kamp;Robin;59-90;02_Bank
2021/22;31;Kamp;Robin;Voll;01_Startelf
2021/22;32;Kamp;Robin;1-65;01_Startelf
2021/22;33;Kamp;Robin;Voll;01_Startelf
2021/22;34;Kamp;Robin;1-84;01_Startelf
2021/22;1;Kötter;Marco;Voll;01_Startelf
2021/22;2;Kötter;Marco;Voll;01_Startelf
2021/22;3;Kötter;Marco;Voll;01_Startelf
2021/22;4;Kötter;Marco;Voll;01_Startelf
2021/22;5;Kötter;Marco;81-90;02_Bank
2021/22;7;Kötter;Marco;46-90;02_Bank
2021/22;8;Kötter;Marco;55-90;02_Bank
2021/22;9;Kötter;Marco;1-52;01_Startelf
2021/22;11;Kötter;Marco;65-90;02_Bank
2021/22;12;Kötter;Marco;64-76;02_Bank
2021/22;18;Kötter;Marco;46-90;02_Bank
2021/22;19;Kötter;Marco;Voll;01_Startelf
2021/22;21;Kötter;Marco;Voll;01_Startelf
2021/22;22;Kötter;Marco;Voll;01_Startelf
2021/22;25;Kötter;Marco;46-50;02_Bank
2021/22;27;Kötter;Marco;Voll;01_Startelf
2021/22;30;Kötter;Marco;Voll;01_Startelf
2021/22;31;Kötter;Marco;1-82;01_Startelf
2021/22;32;Kötter;Marco;1-58;01_Startelf
2021/22;1;Leifeld;Benny;1-89;01_Startelf
2021/22;2;Leifeld;Benny;1-11;01_Startelf
2021/22;5;Leifeld;Benny;1-88;01_Startelf
2021/22;6;Leifeld;Benny;1-75;01_Startelf
2021/22;10;Leifeld;Benny;60-90;02_Bank
2021/22;13;Leifeld;Benny;1-88;01_Startelf
2021/22;14;Leifeld;Benny;Voll;01_Startelf
2021/22;15;Leifeld;Benny;1-90;01_Startelf
2021/22;16;Leifeld;Benny;1-62;01_Startelf
2021/22;17;Leifeld;Benny;1-88;01_Startelf
2021/22;18;Leifeld;Benny;Voll;01_Startelf
2021/22;1;Leifeld;Marvin;1-88;01_Startelf
2021/22;2;Leifeld;Marvin;1-74;01_Startelf
2021/22;3;Leifeld;Marvin;1-90;01_Startelf
2021/22;4;Leifeld;Marvin;1-90;01_Startelf
2021/22;5;Leifeld;Marvin;Voll;01_Startelf
2021/22;6;Leifeld;Marvin;Voll;01_Startelf
2021/22;7;Leifeld;Marvin;Voll;01_Startelf
2021/22;1;Mause;Max;Voll;01_Startelf
2021/22;2;Mause;Max;Voll;01_Startelf
2021/22;3;Mause;Max;Voll;01_Startelf
2021/22;6;Mause;Max;53-90;02_Bank
2021/22;7;Mause;Max;Voll;01_Startelf
2021/22;8;Mause;Max;Voll;01_Startelf
2021/22;9;Mause;Max;Voll;01_Startelf
2021/22;10;Mause;Max;Voll;01_Startelf
2021/22;11;Mause;Max;Voll;01_Startelf
2021/22;12;Mause;Max;Voll;01_Startelf
2021/22;13;Mause;Max;Voll;01_Startelf
2021/22;14;Mause;Max;Voll;01_Startelf
2021/22;15;Mause;Max;Voll;01_Startelf
2021/22;16;Mause;Max;Voll;01_Startelf
2021/22;17;Mause;Max;Voll;01_Startelf
2021/22;18;Mause;Max;Voll;01_Startelf
2021/22;19;Mause;Max;Voll;01_Startelf
2021/22;21;Mause;Max;Voll;01_Startelf
2021/22;23;Mause;Max;Voll;01_Startelf
2021/22;24;Mause;Max;Voll;01_Startelf
2021/22;25;Mause;Max;Voll;01_Startelf
2021/22;26;Mause;Max;Voll;01_Startelf
2021/22;27;Mause;Max;Voll;01_Startelf
2021/22;28;Mause;Max;Voll;01_Startelf
2021/22;30;Mause;Max;74-90;02_Bank
2021/22;31;Mause;Max;59-90;02_Bank
2021/22;32;Mause;Max;Voll;01_Startelf
2021/22;33;Mause;Max;Voll;01_Startelf
2021/22;34;Mause;Max;Voll;01_Startelf
2021/22;1;Meyer;Jannis;Voll;01_Startelf
2021/22;2;Meyer;Jannis;Voll;01_Startelf
2021/22;3;Meyer;Jannis;Voll;01_Startelf
2021/22;4;Meyer;Jannis;Voll;01_Startelf
2021/22;5;Meyer;Jannis;Voll;01_Startelf
2021/22;6;Meyer;Jannis;Voll;01_Startelf
2021/22;7;Meyer;Jannis;1-45;01_Startelf
2021/22;8;Meyer;Jannis;Voll;01_Startelf
2021/22;9;Meyer;Jannis;Voll;01_Startelf
2021/22;10;Meyer;Jannis;Voll;01_Startelf
2021/22;11;Meyer;Jannis;Voll;01_Startelf
2021/22;12;Meyer;Jannis;Voll;01_Startelf
2021/22;13;Meyer;Jannis;Voll;01_Startelf
2021/22;14;Meyer;Jannis;1-43;01_Startelf
2021/22;16;Meyer;Jannis;Voll;01_Startelf
2021/22;17;Meyer;Jannis;Voll;01_Startelf
2021/22;18;Meyer;Jannis;Voll;01_Startelf
2021/22;19;Meyer;Jannis;Voll;01_Startelf
2021/22;21;Meyer;Jannis;Voll;01_Startelf
2021/22;22;Meyer;Jannis;Voll;01_Startelf
2021/22;23;Meyer;Jannis;Voll;01_Startelf
2021/22;27;Meyer;Jannis;Voll;01_Startelf
2021/22;28;Meyer;Jannis;90-90;02_Bank
2021/22;29;Meyer;Jannis;83-90;02_Bank
2021/22;30;Meyer;Jannis;Voll;01_Startelf
2021/22;31;Meyer;Jannis;1-59;01_Startelf
2021/22;32;Meyer;Jannis;Voll;01_Startelf
2021/22;34;Meyer;Jannis;Voll;01_Startelf
2021/22;29;Mönter;Simon;Voll;01_Startelf
2021/22;25;Mustafaj;Erduan;50-90;02_Bank
2021/22;26;Mustafaj;Erduan;67-90;02_Bank
2021/22;27;Mustafaj;Erduan;Voll;01_Startelf
2021/22;28;Mustafaj;Erduan;Voll;01_Startelf
2021/22;29;Mustafaj;Erduan;Voll;01_Startelf
2021/22;34;Mustafaj;Erduan;Voll;01_Startelf
2021/22;3;Over;Janis;Voll;01_Startelf
2021/22;4;Over;Janis;Voll;01_Startelf
2021/22;5;Over;Janis;Voll;01_Startelf
2021/22;10;Over;Janis;Voll;01_Startelf
2021/22;11;Over;Janis;Voll;01_Startelf
2021/22;12;Over;Janis;Voll;01_Startelf
2021/22;13;Over;Janis;Voll;01_Startelf
2021/22;14;Over;Janis;Voll;01_Startelf
2021/22;15;Over;Janis;Voll;01_Startelf
2021/22;16;Over;Janis;Voll;01_Startelf
2021/22;17;Over;Janis;Voll;01_Startelf
2021/22;18;Over;Janis;Voll;01_Startelf
2021/22;19;Over;Janis;Voll;01_Startelf
2021/22;21;Over;Janis;Voll;01_Startelf
2021/22;24;Over;Janis;Voll;01_Startelf
2021/22;31;Over;Janis;Voll;01_Startelf
2021/22;32;Over;Janis;Voll;01_Startelf
2021/22;33;Over;Janis;Voll;01_Startelf
2021/22;1;Pilz;Dustin;88-90;02_Bank
2021/22;2;Pilz;Dustin;54-90;02_Bank
2021/22;3;Pilz;Dustin;1-69;01_Startelf
2021/22;4;Pilz;Dustin;1-80;01_Startelf
2021/22;5;Pilz;Dustin;Voll;01_Startelf
2021/22;6;Pilz;Dustin;1-53;01_Startelf
2021/22;8;Pilz;Dustin;1-79;01_Startelf
2021/22;9;Pilz;Dustin;1-72;01_Startelf
2021/22;10;Pilz;Dustin;1-85;01_Startelf
2021/22;11;Pilz;Dustin;Voll;01_Startelf
2021/22;12;Pilz;Dustin;Voll;01_Startelf
2021/22;13;Pilz;Dustin;Voll;01_Startelf
2021/22;14;Pilz;Dustin;Voll;01_Startelf
2021/22;15;Pilz;Dustin;1-42;01_Startelf
2021/22;16;Pilz;Dustin;1-77;01_Startelf
2021/22;19;Pilz;Dustin;Voll;01_Startelf
2021/22;21;Pilz;Dustin;Voll;01_Startelf
2021/22;22;Pilz;Dustin;1-87;01_Startelf
2021/22;24;Pilz;Dustin;Voll;01_Startelf
2021/22;28;Pilz;Dustin;Voll;01_Startelf
2021/22;29;Pilz;Dustin;Voll;01_Startelf
2021/22;30;Pilz;Dustin;1-74;01_Startelf
2021/22;31;Pilz;Dustin;1-70;01_Startelf
2021/22;32;Pilz;Dustin;Voll;01_Startelf
2021/22;33;Pilz;Dustin;Voll;01_Startelf
2021/22;1;Pilz;Paul;89-90;02_Bank
2021/22;4;Pilz;Paul;90-90;02_Bank
2021/22;5;Pilz;Paul;88-90;02_Bank
2021/22;6;Pilz;Paul;75-90;02_Bank
2021/22;8;Pilz;Paul;1-55;01_Startelf
2021/22;11;Pilz;Paul;Voll;01_Startelf
2021/22;12;Pilz;Paul;41-90;02_Bank
2021/22;13;Pilz;Paul;1-66;01_Startelf
2021/22;15;Pilz;Paul;90-90;02_Bank
2021/22;18;Pilz;Paul;1-45;01_Startelf
2021/22;19;Pilz;Paul;90-90;02_Bank
2021/22;21;Pilz;Paul;1-89;01_Startelf
2021/22;24;Pilz;Paul;76-90;02_Bank
2021/22;25;Pilz;Paul;1-76;01_Startelf
2021/22;26;Pilz;Paul;1-34;01_Startelf
2021/22;28;Pilz;Paul;90-90;02_Bank
2021/22;30;Pilz;Paul;1-59;01_Startelf
2021/22;31;Pilz;Paul;82-90;02_Bank
2021/22;33;Pilz;Paul;72-90;02_Bank
2021/22;34;Pilz;Paul;1-45;01_Startelf
2021/22;8;Pinto;Fabio;79-90;02_Bank
2021/22;9;Pinto;Fabio;80-90;02_Bank
2021/22;10;Pinto;Fabio;85-90;02_Bank
2021/22;11;Pinto;Fabio;1-87;01_Startelf
2021/22;12;Pinto;Fabio;1-64;01_Startelf
2021/22;13;Pinto;Fabio;66-90;02_Bank
2021/22;14;Pinto;Fabio;1-80;01_Startelf
2021/22;15;Pinto;Fabio;90-90;02_Bank
2021/22;16;Pinto;Fabio;62-90;02_Bank
2021/22;17;Pinto;Fabio;Voll;01_Startelf
2021/22;19;Pinto;Fabio;1-86;01_Startelf
2021/22;21;Pinto;Fabio;Voll;01_Startelf
2021/22;22;Pinto;Fabio;46-90;02_Bank
2021/22;24;Pinto;Fabio;1-45;01_Startelf
2021/22;25;Pinto;Fabio;Voll;01_Startelf
2021/22;28;Pinto;Fabio;1-90;01_Startelf
2021/22;29;Pinto;Fabio;1-76;01_Startelf
2021/22;30;Pinto;Fabio;Voll;01_Startelf
2021/22;31;Pinto;Fabio;1-82;01_Startelf
2021/22;32;Pinto;Fabio;Voll;01_Startelf
2021/22;33;Pinto;Fabio;1-70;01_Startelf
2021/22;3;Pott;Maxi;1-55;01_Startelf
2021/22;4;Pott;Maxi;68-90;02_Bank
2021/22;9;Pott;Maxi;68-90;02_Bank
2021/22;11;Pott;Maxi;83-90;02_Bank
2021/22;12;Pott;Maxi;76-90;02_Bank
2021/22;13;Pott;Maxi;88-90;02_Bank
2021/22;23;Pott;Maxi;82-90;02_Bank
2021/22;2;Rehr;Hannes;11-90;02_Bank
2021/22;3;Rehr;Hannes;1-81;01_Startelf
2021/22;4;Rehr;Hannes;1-68;01_Startelf
2021/22;5;Rehr;Hannes;Voll;01_Startelf
2021/22;6;Rehr;Hannes;1-69;01_Startelf
2021/22;7;Rehr;Hannes;Voll;01_Startelf
2021/22;8;Rehr;Hannes;Voll;01_Startelf
2021/22;9;Rehr;Hannes;1-68;01_Startelf
2021/22;10;Rehr;Hannes;1-73;01_Startelf
2021/22;12;Rehr;Hannes;1-41;01_Startelf
2021/22;13;Rehr;Hannes;Voll;01_Startelf
2021/22;14;Rehr;Hannes;Voll;01_Startelf
2021/22;15;Rehr;Hannes;1-88;01_Startelf
2021/22;17;Rehr;Hannes;Voll;01_Startelf
2021/22;19;Rehr;Hannes;1-65;01_Startelf
2021/22;1;Schomaker;Tim;90-90;02_Bank
2021/22;6;Schomaker;Tim;80-90;02_Bank
2021/22;10;Schomaker;Tim;1-60;01_Startelf
2021/22;11;Schomaker;Tim;87-90;02_Bank
2021/22;13;Schomaker;Tim;90-90;02_Bank
2021/22;26;Schomaker;Tim;82-90;02_Bank
2021/22;28;Schomaker;Tim;85-90;02_Bank
2021/22;32;Schomaker;Tim;89-90;02_Bank
2021/22;2;Sitnikow;Walter;74-90;02_Bank
2021/22;3;Sitnikow;Walter;69-90;02_Bank
2021/22;4;Sitnikow;Walter;Voll;01_Startelf
2021/22;5;Sitnikow;Walter;1-81;01_Startelf
2021/22;6;Sitnikow;Walter;Voll;01_Startelf
2021/22;7;Sitnikow;Walter;Voll;01_Startelf
2021/22;8;Sitnikow;Walter;79-90;02_Bank
2021/22;9;Sitnikow;Walter;72-90;02_Bank
2021/22;11;Sitnikow;Walter;90-90;02_Bank
2021/22;12;Sitnikow;Walter;Voll;01_Startelf
2021/22;15;Sitnikow;Walter;42-90;02_Bank
2021/22;16;Sitnikow;Walter;77-90;02_Bank
2021/22;18;Sitnikow;Walter;46-90;02_Bank
2021/22;19;Sitnikow;Walter;90-90;02_Bank
2021/22;22;Sitnikow;Walter;1-77;01_Startelf
2021/22;23;Sitnikow;Walter;1-90;01_Startelf
2021/22;25;Sitnikow;Walter;Voll;01_Startelf
2021/22;26;Sitnikow;Walter;Voll;01_Startelf
2021/22;32;Sitnikow;Walter;1-89;01_Startelf
2021/22;33;Sitnikow;Walter;1-79;01_Startelf
2021/22;34;Sitnikow;Walter;1-76;01_Startelf
2021/22;1;Söndgen;Steffen;Voll;01_Startelf
2021/22;6;Söndgen;Steffen;Voll;01_Startelf
2021/22;7;Söndgen;Steffen;Voll;01_Startelf
2021/22;8;Söndgen;Steffen;Voll;01_Startelf
2021/22;9;Söndgen;Steffen;Voll;01_Startelf
2021/22;22;Söndgen;Steffen;Voll;01_Startelf
2021/22;23;Söndgen;Steffen;Voll;01_Startelf
2021/22;25;Söndgen;Steffen;Voll;01_Startelf
2021/22;26;Söndgen;Steffen;Voll;01_Startelf
2021/22;28;Söndgen;Steffen;Voll;01_Startelf
2021/22;29;Söndgen;Steffen;Voll;01_Startelf
2021/22;30;Söndgen;Steffen;Voll;01_Startelf
2021/22;34;Söndgen;Steffen;Voll;01_Startelf
2021/22;21;Tillack;Pascal;69-90;02_Bank
2021/22;22;Tillack;Pascal;Voll;01_Startelf
2021/22;26;Tillack;Pascal;Voll;01_Startelf
2021/22;27;Tillack;Pascal;Voll;01_Startelf
2021/22;30;Tillack;Pascal;1-59;01_Startelf
2021/22;31;Tillack;Pascal;70-90;02_Bank
2021/22;33;Tillack;Pascal;79-90;02_Bank
2021/22;34;Tillack;Pascal;46-90;02_Bank
2021/22;1;Tillmann;Luca;Voll;01_Startelf
2021/22;2;Tillmann;Luca;Voll;01_Startelf
2021/22;3;Tillmann;Luca;55-90;02_Bank
2021/22;4;Tillmann;Luca;Voll;01_Startelf
2021/22;5;Tillmann;Luca;Voll;01_Startelf
2021/22;6;Tillmann;Luca;Voll;01_Startelf
2021/22;7;Tillmann;Luca;Voll;01_Startelf
2021/22;8;Tillmann;Luca;Voll;01_Startelf
2021/22;9;Tillmann;Luca;1-80;01_Startelf
2021/22;11;Tillmann;Luca;1-83;01_Startelf
2021/22;12;Tillmann;Luca;Voll;01_Startelf
2021/22;14;Tillmann;Luca;Voll;01_Startelf
2021/22;15;Tillmann;Luca;1-90;01_Startelf
2021/22;16;Tillmann;Luca;Voll;01_Startelf
2021/22;17;Tillmann;Luca;Voll;01_Startelf
2021/22;18;Tillmann;Luca;Voll;01_Startelf
2021/22;19;Tillmann;Luca;1-90;01_Startelf
2021/22;21;Tillmann;Luca;86-90;02_Bank
2021/22;22;Tillmann;Luca;77-90;02_Bank
2021/22;23;Tillmann;Luca;1-82;01_Startelf
2021/22;24;Tillmann;Luca;Voll;01_Startelf
2021/22;25;Tillmann;Luca;Voll;01_Startelf
2021/22;26;Tillmann;Luca;1-67;01_Startelf
2021/22;27;Tillmann;Luca;Voll;01_Startelf
2021/22;28;Tillmann;Luca;Voll;01_Startelf
2021/22;29;Tillmann;Luca;Voll;01_Startelf
2021/22;30;Tillmann;Luca;1-90;01_Startelf
2021/22;31;Tillmann;Luca;Voll;01_Startelf
2021/22;32;Tillmann;Luca;Voll;01_Startelf
2021/22;33;Tillmann;Luca;Voll;01_Startelf
2021/22;1;Veltrup;Leon;1-90;01_Startelf
2021/22;2;Veltrup;Leon;Voll;01_Startelf
2021/22;3;Veltrup;Leon;Voll;01_Startelf
2021/22;4;Veltrup;Leon;1-90;01_Startelf
2021/22;5;Veltrup;Leon;1-73;01_Startelf
2021/22;6;Veltrup;Leon;1-80;01_Startelf
2021/22;7;Veltrup;Leon;Voll;01_Startelf
2021/22;8;Veltrup;Leon;1-79;01_Startelf
2021/22;9;Veltrup;Leon;Voll;01_Startelf
2021/22;10;Veltrup;Leon;Voll;01_Startelf
2021/22;11;Veltrup;Leon;Voll;01_Startelf
2021/22;12;Veltrup;Leon;Voll;01_Startelf
2021/22;13;Veltrup;Leon;1-90;01_Startelf
2021/22;14;Veltrup;Leon;Voll;01_Startelf
2021/22;15;Veltrup;Leon;Voll;01_Startelf
2021/22;16;Veltrup;Leon;Voll;01_Startelf
2021/22;17;Veltrup;Leon;Voll;01_Startelf
2021/22;18;Veltrup;Leon;Voll;01_Startelf
2021/22;19;Veltrup;Leon;65-90;02_Bank
2021/22;21;Veltrup;Leon;1-86;01_Startelf
2021/22;22;Veltrup;Leon;60-90;02_Bank
2021/22;23;Veltrup;Leon;Voll;01_Startelf
2021/22;24;Veltrup;Leon;46-90;02_Bank
2021/22;25;Veltrup;Leon;Voll;01_Startelf
2021/22;26;Veltrup;Leon;Voll;01_Startelf
2021/22;27;Veltrup;Leon;Voll;01_Startelf
2021/22;28;Veltrup;Leon;1-90;01_Startelf
2021/22;29;Veltrup;Leon;Voll;01_Startelf
2021/22;2;Voss;Maik;Voll;01_Startelf
