Saison;Spiel;Nachname;Vorname;Einsatz;Gruppe
2024/25;15;Houghton;Niklaas;63-90;02_Bank
2024/25;16;Houghton;Niklaas;1-45;01_Startelf
2024/25;19;Houghton;Niklaas;72-90;02_Bank
2024/25;20;Houghton;Niklaas;Voll;01_Startelf
2024/25;21;Houghton;Niklaas;1-58;01_Startelf
2024/25;22;Houghton;Niklaas;1-61;01_Startelf
2024/25;23;Houghton;Niklaas;78-90;02_Bank
2024/25;25;Houghton;Niklaas;80-90;02_Bank
2024/25;26;Houghton;Niklaas;Kader;03_Kader
2024/25;28;Houghton;Niklaas;75-90;02_Bank
2024/25;29;Houghton;Niklaas;Voll;01_Startelf
2024/25;30;Houghton;Niklaas;46-90;02_Bank
2024/25;4;Kappelhoff;Neo;Kader;03_Kader
2024/25;5;Kappelhoff;Neo;85-90;02_Bank
2024/25;1;Klöpper;Marius;Voll;01_Startelf
2024/25;2;Klöpper;Marius;Voll;01_Startelf
2024/25;3;Klöpper;Marius;Voll;01_Startelf
2024/25;4;Klöpper;Marius;Voll;01_Startelf
2024/25;5;Klöpper;Marius;Voll;01_Startelf
2024/25;6;Klöpper;Marius;Voll;01_Startelf
2024/25;7;Klöpper;Marius;Voll;01_Startelf
2024/25;8;Klöpper;Marius;Voll;01_Startelf
2024/25;9;Klöpper;Marius;Voll;01_Startelf
2024/25;10;Klöpper;Marius;Voll;01_Startelf
2024/25;11;Klöpper;Marius;1-33;01_Startelf
2024/25;12;Klöpper;Marius;Voll;01_Startelf
2024/25;13;Klöpper;Marius;Voll;01_Startelf
2024/25;14;Klöpper;Marius;Voll;01_Startelf
2024/25;15;Klöpper;Marius;Voll;01_Startelf
2024/25;16;Klöpper;Marius;Voll;01_Startelf
2024/25;17;Klöpper;Marius;Voll;01_Startelf
2024/25;18;Klöpper;Marius;Voll;01_Startelf
2024/25;19;Klöpper;Marius;Voll;01_Startelf
2024/25;21;Klöpper;Marius;Voll;01_Startelf
2024/25;22;Klöpper;Marius;Voll;01_Startelf
2024/25;23;Klöpper;Marius;Voll;01_Startelf
2024/25;24;Klöpper;Marius;Voll;01_Startelf
2024/25;25;Klöpper;Marius;Voll;01_Startelf
2024/25;26;Klöpper;Marius;1-66;01_Startelf
2024/25;27;Klöpper;Marius;Voll;01_Startelf
2024/25;28;Klöpper;Marius;Voll;01_Startelf
2024/25;29;Klöpper;Marius;Voll;01_Startelf
2024/25;30;Klöpper;Marius;Voll;01_Startelf
2024/25;1;Kock;Niclas;Kader;03_Kader
2024/25;2;Kock;Niclas;Kader;03_Kader
2024/25;3;Kock;Niclas;Kader;03_Kader
2024/25;4;Kock;Niclas;Kader;03_Kader
2024/25;5;Kock;Niclas;Kader;03_Kader
2024/25;6;Kock;Niclas;Kader;03_Kader
2024/25;7;Kock;Niclas;Voll;01_Startelf
2024/25;8;Kock;Niclas;Voll;01_Startelf
2024/25;9;Kock;Niclas;Voll;01_Startelf
2024/25;10;Kock;Niclas;Voll;01_Startelf
2024/25;11;Kock;Niclas;Voll;01_Startelf
2024/25;12;Kock;Niclas;Voll;01_Startelf
2024/25;13;Kock;Niclas;Voll;01_Startelf
2024/25;14;Kock;Niclas;Kader;03_Kader
2024/25;15;Kock;Niclas;Kader;03_Kader
2024/25;16;Kock;Niclas;Kader;03_Kader
2024/25;17;Kock;Niclas;Kader;03_Kader
2024/25;18;Kock;Niclas;Kader;03_Kader
2024/25;19;Kock;Niclas;Voll;01_Startelf
2024/25;20;Kock;Niclas;Voll;01_Startelf
2024/25;21;Kock;Niclas;Kader;03_Kader
2024/25;22;Kock;Niclas;Kader;03_Kader
2024/25;23;Kock;Niclas;Kader;03_Kader
2024/25;28;Kock;Niclas;Kader;03_Kader
2024/25;29;Kock;Niclas;Kader;03_Kader
2024/25;30;Kock;Niclas;Voll;01_Startelf
2024/25;1;Kötter;Marco;76-90;02_Bank
2024/25;2;Kötter;Marco;83-90;02_Bank
2024/25;5;Kötter;Marco;46-90;02_Bank
2024/25;6;Kötter;Marco;1-45;01_Startelf
2024/25;7;Kötter;Marco;72-90;02_Bank
2024/25;8;Kötter;Marco;1-66;01_Startelf
2024/25;9;Kötter;Marco;Voll;01_Startelf
2024/25;10;Kötter;Marco;Voll;01_Startelf
2024/25;11;Kötter;Marco;Voll;01_Startelf
2024/25;12;Kötter;Marco;1-45;01_Startelf
2024/25;13;Kötter;Marco;86-90;02_Bank
2024/25;14;Kötter;Marco;61-90;02_Bank
2024/25;15;Kötter;Marco;72-90;02_Bank
2024/25;16;Kötter;Marco;46-90;02_Bank
2024/25;17;Kötter;Marco;Kader;03_Kader
2024/25;18;Kötter;Marco;67-90;02_Bank
2024/25;19;Kötter;Marco;1-79;01_Startelf
2024/25;21;Kötter;Marco;58-90;02_Bank
2024/25;22;Kötter;Marco;75-90;02_Bank
2024/25;23;Kötter;Marco;41-90;02_Bank
2024/25;24;Kötter;Marco;73-90;02_Bank
2024/25;25;Kötter;Marco;86-90;02_Bank
2024/25;26;Kötter;Marco;66-90;02_Bank
2024/25;27;Kötter;Marco;85-90;02_Bank
2024/25;28;Kötter;Marco;82-90;02_Bank
2024/25;29;Kötter;Marco;Kader;03_Kader
2024/25;30;Kötter;Marco;Kader;03_Kader
2024/25;1;Merker;Tim;Voll;01_Startelf
2024/25;2;Merker;Tim;Voll;01_Startelf
2024/25;3;Merker;Tim;Voll;01_Startelf
2024/25;4;Merker;Tim;1-83;01_Startelf
2024/25;5;Merker;Tim;1-45;01_Startelf
2024/25;6;Merker;Tim;1-45;01_Startelf
2024/25;7;Merker;Tim;1-45;01_Startelf
2024/25;8;Merker;Tim;Voll;01_Startelf
2024/25;10;Merker;Tim;59-90;02_Bank
2024/25;11;Merker;Tim;Voll;01_Startelf
2024/25;12;Merker;Tim;Voll;01_Startelf
2024/25;13;Merker;Tim;1-89;01_Startelf
2024/25;14;Merker;Tim;Voll;01_Startelf
2024/25;15;Merker;Tim;Voll;01_Startelf
2024/25;16;Merker;Tim;Voll;01_Startelf
2024/25;17;Merker;Tim;Voll;01_Startelf
2024/25;18;Merker;Tim;Voll;01_Startelf
2024/25;19;Merker;Tim;Voll;01_Startelf
2024/25;20;Merker;Tim;1-87;01_Startelf
2024/25;21;Merker;Tim;Voll;01_Startelf
2024/25;22;Merker;Tim;1-45;01_Startelf
2024/25;23;Merker;Tim;Voll;01_Startelf
2024/25;24;Merker;Tim;1-79;01_Startelf
2024/25;25;Merker;Tim;1-90;01_Startelf
2024/25;26;Merker;Tim;Voll;01_Startelf
2024/25;27;Merker;Tim;Voll;01_Startelf
2024/25;28;Merker;Tim;57-90;02_Bank
2024/25;29;Merker;Tim;Voll;01_Startelf
2024/25;30;Merker;Tim;63-90;02_Bank
2024/25;1;Möllers;Henrik;1-89;01_Startelf
2024/25;2;Möllers;Henrik;1-75;01_Startelf
2024/25;5;Möllers;Henrik;Kader;03_Kader
2024/25;6;Möllers;Henrik;46-90;02_Bank
2024/25;7;Möllers;Henrik;Voll;01_Startelf
2024/25;8;Möllers;Henrik;46-90;02_Bank
2024/25;9;Möllers;Henrik;1-65;01_Startelf
2024/25;10;Möllers;Henrik;1-59;01_Startelf
2024/25;11;Möllers;Henrik;1-69;01_Startelf
2024/25;12;Möllers;Henrik;Voll;01_Startelf
2024/25;13;Möllers;Henrik;1-15;01_Startelf
2024/25;15;Möllers;Henrik;1-63;01_Startelf
2024/25;16;Möllers;Henrik;Kader;03_Kader
2024/25;17;Möllers;Henrik;1-67;01_Startelf
2024/25;18;Möllers;Henrik;Voll;01_Startelf
2024/25;19;Möllers;Henrik;1-66;01_Startelf
2024/25;20;Möllers;Henrik;1-45;01_Startelf
2024/25;21;Möllers;Henrik;1-58;01_Startelf
2024/25;22;Möllers;Henrik;61-90;02_Bank
2024/25;23;Möllers;Henrik;1-78;01_Startelf
2024/25;24;Möllers;Henrik;1-73;01_Startelf
2024/25;25;Möllers;Henrik;1-63;01_Startelf
2024/25;26;Möllers;Henrik;Voll;01_Startelf
2024/25;27;Möllers;Henrik;1-86;01_Startelf
2024/25;28;Möllers;Henrik;1-55;01_Startelf
2024/25;29;Möllers;Henrik;75-90;02_Bank
2024/25;30;Möllers;Henrik;1-80;01_Startelf
2024/25;1;Over;Janis;Voll;01_Startelf
2024/25;2;Over;Janis;Voll;01_Startelf
2024/25;3;Over;Janis;Voll;01_Startelf
2024/25;4;Over;Janis;Voll;01_Startelf
2024/25;5;Over;Janis;Voll;01_Startelf
2024/25;6;Over;Janis;Voll;01_Startelf
2024/25;7;Over;Janis;Kader;03_Kader
2024/25;8;Over;Janis;Kader;03_Kader
2024/25;11;Over;Janis;Kader;03_Kader
2024/25;13;Over;Janis;Kader;03_Kader
2024/25;14;Over;Janis;Voll;01_Startelf
2024/25;15;Over;Janis;Voll;01_Startelf
2024/25;16;Over;Janis;Voll;01_Startelf
2024/25;17;Over;Janis;Voll;01_Startelf
2024/25;18;Over;Janis;Voll;01_Startelf
2024/25;19;Over;Janis;Kader;03_Kader
2024/25;20;Over;Janis;Kader;03_Kader
2024/25;21;Over;Janis;Voll;01_Startelf
2024/25;22;Over;Janis;Voll;01_Startelf
2024/25;23;Over;Janis;Voll;01_Startelf
2024/25;24;Over;Janis;Voll;01_Startelf
2024/25;25;Over;Janis;Voll;01_Startelf
2024/25;26;Over;Janis;Voll;01_Startelf
2024/25;27;Over;Janis;Voll;01_Startelf
2024/25;28;Over;Janis;Voll;01_Startelf
2024/25;29;Over;Janis;82-90;02_Bank
2024/25;1;Rehr;Hannes;1-80;01_Startelf
2024/25;2;Rehr;Hannes;1-83;01_Startelf
2024/25;3;Rehr;Hannes;1-67;01_Startelf
2024/25;4;Rehr;Hannes;1-89;01_Startelf
2024/25;5;Rehr;Hannes;46-90;02_Bank
2024/25;6;Rehr;Hannes;Voll;01_Startelf
2024/25;7;Rehr;Hannes;1-67;01_Startelf
2024/25;8;Rehr;Hannes;1-45;01_Startelf
2024/25;9;Rehr;Hannes;1-32;01_Startelf
2024/25;11;Rehr;Hannes;64-90;02_Bank
2024/25;12;Rehr;Hannes;46-90;02_Bank
2024/25;14;Rehr;Hannes;1-79;01_Startelf
2024/25;15;Rehr;Hannes;Kader;03_Kader
2024/25;16;Rehr;Hannes;18-90;02_Bank
2024/25;17;Rehr;Hannes;73-90;02_Bank
2024/25;18;Rehr;Hannes;83-90;02_Bank
2024/25;20;Rehr;Hannes;87-90;02_Bank
2024/25;21;Rehr;Hannes;Kader;03_Kader
2024/25;23;Rehr;Hannes;63-90;02_Bank
2024/25;24;Rehr;Hannes;89-90;02_Bank
2024/25;26;Rehr;Hannes;52-90;02_Bank
2024/25;27;Rehr;Hannes;Kader;03_Kader
2024/25;1;Schomaker;Jonas;87-90;02_Bank
2024/25;2;Schomaker;Jonas;63-90;02_Bank
2024/25;3;Schomaker;Jonas;Voll;01_Startelf
2024/25;4;Schomaker;Jonas;1-64;01_Startelf
2024/25;5;Schomaker;Jonas;1-74;01_Startelf
2024/25;6;Schomaker;Jonas;73-90;02_Bank
2024/25;7;Schomaker;Jonas;46-90;02_Bank
2024/25;8;Schomaker;Jonas;1-62;01_Startelf
2024/25;9;Schomaker;Jonas;72-90;02_Bank
2024/25;10;Schomaker;Jonas;73-90;02_Bank
2024/25;11;Schomaker;Jonas;58-90;02_Bank
2024/25;12;Schomaker;Jonas;62-90;02_Bank
2024/25;13;Schomaker;Jonas;1-62;01_Startelf
2024/25;14;Schomaker;Jonas;Voll;01_Startelf
2024/25;15;Schomaker;Jonas;Voll;01_Startelf
2024/25;16;Schomaker;Jonas;1-63;01_Startelf
2024/25;17;Schomaker;Jonas;46-90;02_Bank
2024/25;18;Schomaker;Jonas;1-67;01_Startelf
2024/25;19;Schomaker;Jonas;1-72;01_Startelf
2024/25;20;Schomaker;Jonas;78-90;02_Bank
2024/25;21;Schomaker;Jonas;58-90;02_Bank
2024/25;22;Schomaker;Jonas;61-90;02_Bank
2024/25;23;Schomaker;Jonas;50-90;02_Bank
2024/25;24;Schomaker;Jonas;62-90;02_Bank
2024/25;26;Schomaker;Jonas;76-90;02_Bank
2024/25;27;Schomaker;Jonas;86-90;02_Bank
2024/25;28;Schomaker;Jonas;75-90;02_Bank
2024/25;29;Schomaker;Jonas;1-82;01_Startelf
2024/25;30;Schomaker;Jonas;Kader;03_Kader
2024/25;1;Schomaker;Marius;Voll;01_Startelf
2024/25;2;Schomaker;Marius;1-88;01_Startelf
2024/25;3;Schomaker;Marius;1-81;01_Startelf
2024/25;4;Schomaker;Marius;Voll;01_Startelf
2024/25;5;Schomaker;Marius;Voll;01_Startelf
2024/25;6;Schomaker;Marius;1-88;01_Startelf
2024/25;7;Schomaker;Marius;1-72;01_Startelf
2024/25;8;Schomaker;Marius;Voll;01_Startelf
2024/25;9;Schomaker;Marius;Voll;01_Startelf
2024/25;10;Schomaker;Marius;Voll;01_Startelf
2024/25;11;Schomaker;Marius;1-75;01_Startelf
2024/25;12;Schomaker;Marius;Voll;01_Startelf
2024/25;13;Schomaker;Marius;1-71;01_Startelf
2024/25;14;Schomaker;Marius;1-90;01_Startelf
2024/25;15;Schomaker;Marius;1-68;01_Startelf
2024/25;16;Schomaker;Marius;Voll;01_Startelf
2024/25;17;Schomaker;Marius;Voll;01_Startelf
2024/25;18;Schomaker;Marius;1-88;01_Startelf
2024/25;19;Schomaker;Marius;Voll;01_Startelf
2024/25;20;Schomaker;Marius;1-45;01_Startelf
2024/25;21;Schomaker;Marius;1-90;01_Startelf
2024/25;22;Schomaker;Marius;1-61;01_Startelf
2024/25;23;Schomaker;Marius;1-71;01_Startelf
2024/25;24;Schomaker;Marius;Voll;01_Startelf
2024/25;25;Schomaker;Marius;1-80;01_Startelf
2024/25;26;Schomaker;Marius;1-66;01_Startelf
2024/25;27;Schomaker;Marius;1-85;01_Startelf
2024/25;28;Schomaker;Marius;1-75;01_Startelf
2024/25;29;Schomaker;Marius;46-90;02_Bank
2024/25;30;Schomaker;Marius;1-45;01_Startelf
2024/25;1;Strätker;Joshua;Kader;03_Kader
2024/25;2;Strätker;Joshua;Kader;03_Kader
2024/25;3;Strätker;Joshua;81-90;02_Bank
2024/25;6;Tillmann;Luca;Kader;03_Kader
2024/25;8;Tillmann;Luca;62-90;02_Bank
2024/25;9;Tillmann;Luca;46-90;02_Bank
2024/25;10;Tillmann;Luca;Voll;01_Startelf
2024/25;13;Tillmann;Luca;Voll;01_Startelf
2024/25;14;Tillmann;Luca;Voll;01_Startelf
2024/25;15;Tillmann;Luca;Voll;01_Startelf
2024/25;16;Tillmann;Luca;Voll;01_Startelf
2024/25;17;Tillmann;Luca;Voll;01_Startelf
2024/25;18;Tillmann;Luca;Voll;01_Startelf
2024/25;19;Tillmann;Luca;Voll;01_Startelf
2024/25;20;Tillmann;Luca;Voll;01_Startelf
2024/25;21;Tillmann;Luca;Voll;01_Startelf
2024/25;22;Tillmann;Luca;1-61;01_Startelf
2024/25;23;Tillmann;Luca;1-50;01_Startelf
2024/25;24;Tillmann;Luca;1-89;01_Startelf
2024/25;25;Tillmann;Luca;Voll;01_Startelf
2024/25;26;Tillmann;Luca;1-76;01_Startelf
2024/25;27;Tillmann;Luca;Voll;01_Startelf
2024/25;28;Tillmann;Luca;Voll;01_Startelf
2024/25;29;Tillmann;Luca;Kader;03_Kader
2024/25;30;Tillmann;Luca;1-74;01_Startelf
2024/25;3;Walbaum;Jan;Kader;03_Kader
2024/25;4;Walbaum;Jan;64-90;02_Bank
2024/25;5;Walbaum;Jan;Voll;01_Startelf
2024/25;6;Walbaum;Jan;Voll;01_Startelf
2024/25;7;Walbaum;Jan;1-45;01_Startelf
2024/25;8;Walbaum;Jan;Kader;03_Kader
2024/25;9;Walbaum;Jan;1-72;01_Startelf
2024/25;10;Walbaum;Jan;1-54;01_Startelf
2024/25;11;Walbaum;Jan;Kader;03_Kader
2024/25;12;Walbaum;Jan;62-90;02_Bank
2024/25;13;Walbaum;Jan;15-90;02_Bank
2024/25;14;Walbaum;Jan;1-59;01_Startelf
2024/25;16;Walbaum;Jan;63-90;02_Bank
2024/25;17;Walbaum;Jan;1-45;01_Startelf
2024/25;27;Walbaum;Jan;Kader;03_Kader
2024/25;1;Wenkers;Dominik;80-90;02_Bank
2024/25;2;Wenkers;Dominik;83-90;02_Bank
2024/25;3;Wenkers;Dominik;67-90;02_Bank
2024/25;4;Wenkers;Dominik;83-90;02_Bank
2024/25;5;Wenkers;Dominik;1-45;01_Startelf
2024/25;6;Wenkers;Dominik;88-90;02_Bank
2024/25;7;Wenkers;Dominik;67-90;02_Bank
2024/25;8;Wenkers;Dominik;46-90;02_Bank
2024/25;9;Wenkers;Dominik;46-90;02_Bank
2024/25;11;Wenkers;Dominik;75-90;02_Bank
2024/25;13;Wenkers;Dominik;89-90;02_Bank
2024/25;14;Wenkers;Dominik;90-90;02_Bank
2024/25;15;Wenkers;Dominik;83-90;02_Bank
2024/25;17;Wenkers;Dominik;Kader;03_Kader
2024/25;18;Wenkers;Dominik;88-90;02_Bank
2024/25;19;Wenkers;Dominik;Kader;03_Kader
2024/25;24;Wenkers;Dominik;90-90;02_Bank
2024/25;29;Wenkers;Dominik;1-75;01_Startelf
2024/25;9;Wenning;Tom;Kader;03_Kader
2024/25;24;Wenning;Tom;Kader;03_Kader
2024/25;25;Wenning;Tom;Kader;03_Kader
2024/25;26;Wenning;Tom;Kader;03_Kader
2024/25;27;Wenning;Tom;Kader;03_Kader
2024/25;29;Wenning;Tom;Voll;01_Startelf
2024/25;30;Wenning;Tom;Kader;03_Kader
2023/24;1;Befus;Tim;83-90;02_Bank
2023/24;2;Befus;Tim;1-45;01_Startelf
2023/24;3;Befus;Tim;80-90;02_Bank
2023/24;8;Befus;Tim;1-64;01_Startelf
2023/24;9;Befus;Tim;1-85;01_Startelf
2023/24;10;Befus;Tim;Voll;01_Startelf
2023/24;11;Befus;Tim;1-90;01_Startelf
2023/24;6;Borgmann;Jonas;Kader;03_Kader
2023/24;7;Borgmann;Jonas;23-90;02_Bank
2023/24;8;Borgmann;Jonas;Voll;01_Startelf
2023/24;9;Borgmann;Jonas;Voll;01_Startelf
2023/24;10;Borgmann;Jonas;Voll;01_Startelf
2023/24;12;Borgmann;Jonas;68-90;02_Bank
2023/24;13;Borgmann;Jonas;60-90;02_Bank
2023/24;14;Borgmann;Jonas;80-90;02_Bank
2023/24;15;Borgmann;Jonas;53-90;02_Bank
2023/24;16;Borgmann;Jonas;Voll;01_Startelf
2023/24;17;Borgmann;Jonas;71-90;02_Bank
2023/24;18;Borgmann;Jonas;61-90;02_Bank
2023/24;20;Borgmann;Jonas;Voll;01_Startelf
2023/24;21;Borgmann;Jonas;Voll;01_Startelf
2023/24;22;Borgmann;Jonas;Voll;01_Startelf
2023/24;23;Borgmann;Jonas;1-23;01_Startelf
2023/24;24;Borgmann;Jonas;75-90;02_Bank
2023/24;25;Borgmann;Jonas;Voll;01_Startelf
2023/24;26;Borgmann;Jonas;Voll;01_Startelf
2023/24;27;Borgmann;Jonas;1-75;01_Startelf
2023/24;28;Borgmann;Jonas;1-81;01_Startelf
2023/24;29;Borgmann;Jonas;86-90;02_Bank
2023/24;30;Borgmann;Jonas;Voll;01_Startelf
2023/24;1;Böggemann;Janes;46-90;02_Bank
2023/24;2;Böggemann;Janes;1-57;01_Startelf
2023/24;5;Böggemann;Janes;63-90;02_Bank
2023/24;6;Böggemann;Janes;76-90;02_Bank
2023/24;7;Böggemann;Janes;73-90;02_Bank
2023/24;17;Böggemann;Janes;1-70;01_Startelf
2023/24;18;Böggemann;Janes;Voll;01_Startelf
2023/24;20;Böggemann;Janes;1-78;01_Startelf
2023/24;21;Böggemann;Janes;1-57;01_Startelf
2023/24;22;Böggemann;Janes;74-90;02_Bank
2023/24;23;Böggemann;Janes;60-90;02_Bank
2023/24;24;Böggemann;Janes;75-90;02_Bank
2023/24;25;Böggemann;Janes;Voll;01_Startelf
2023/24;26;Böggemann;Janes;Voll;01_Startelf
2023/24;27;Böggemann;Janes;Voll;01_Startelf
2023/24;28;Böggemann;Janes;70-90;02_Bank
2023/24;29;Böggemann;Janes;1-55;01_Startelf
2023/24;30;Böggemann;Janes;1-85;01_Startelf
2023/24;28;Büchter;Jakob;Kader;03_Kader
2023/24;29;Büchter;Jakob;Kader;03_Kader
2023/24;30;Büchter;Jakob;Kader;03_Kader
2023/24;16;Drewes;Malte;Kader;03_Kader
2023/24;17;Drewes;Malte;Kader;03_Kader
2023/24;18;Drewes;Malte;61-90;02_Bank
2023/24;20;Drewes;Malte;36-90;02_Bank
2023/24;21;Drewes;Malte;1-45;01_Startelf
2023/24;23;Drewes;Malte;24-90;02_Bank
2023/24;24;Drewes;Malte;58-90;02_Bank
2023/24;25;Drewes;Malte;58-90;02_Bank
2023/24;26;Drewes;Malte;1-75;01_Startelf
2023/24;27;Drewes;Malte;1-63;01_Startelf
2023/24;28;Drewes;Malte;1-70;01_Startelf
2023/24;29;Drewes;Malte;1-26;01_Startelf
2023/24;30;Drewes;Malte;57-90;02_Bank
2023/24;1;Fousseni;Adinane;Kader;03_Kader
2023/24;2;Fousseni;Adinane;Kader;03_Kader
2023/24;5;Fousseni;Adinane;Kader;03_Kader
2023/24;6;Fousseni;Adinane;1-90;01_Startelf
2023/24;8;Fousseni;Adinane;Voll;01_Startelf
2023/24;10;Fousseni;Adinane;76-90;02_Bank
2023/24;11;Fousseni;Adinane;Voll;01_Startelf
2023/24;12;Fousseni;Adinane;Voll;01_Startelf
2023/24;13;Fousseni;Adinane;Voll;01_Startelf
2023/24;14;Fousseni;Adinane;1-75;01_Startelf
2023/24;15;Fousseni;Adinane;Voll;01_Startelf
2023/24;16;Fousseni;Adinane;1-54;01_Startelf
2023/24;17;Fousseni;Adinane;Voll;01_Startelf
2023/24;18;Fousseni;Adinane;Voll;01_Startelf
2023/24;20;Fousseni;Adinane;Voll;01_Startelf
2023/24;21;Fousseni;Adinane;Voll;01_Startelf
2023/24;22;Fousseni;Adinane;1-70;01_Startelf
2023/24;23;Fousseni;Adinane;1-70;01_Startelf
2023/24;25;Fousseni;Adinane;Voll;01_Startelf
2023/24;26;Fousseni;Adinane;Voll;01_Startelf
2023/24;27;Fousseni;Adinane;Voll;01_Startelf
2023/24;28;Fousseni;Adinane;Voll;01_Startelf
2023/24;29;Fousseni;Adinane;Voll;01_Startelf
2023/24;30;Fousseni;Adinane;1-77;01_Startelf
2023/24;1;Haliti;Asdren;Voll;01_Startelf
2023/24;2;Haliti;Asdren;57-90;02_Bank
2023/24;3;Haliti;Asdren;1-80;01_Startelf
2023/24;5;Haliti;Asdren;Voll;01_Startelf
2023/24;6;Haliti;Asdren;Voll;01_Startelf
2023/24;7;Haliti;Asdren;1-77;01_Startelf
2023/24;8;Haliti;Asdren;Voll;01_Startelf
2023/24;9;Haliti;Asdren;1-61;01_Startelf
2023/24;10;Haliti;Asdren;Voll;01_Startelf
2023/24;11;Haliti;Asdren;Voll;01_Startelf
2023/24;12;Haliti;Asdren;1-73;01_Startelf
2023/24;13;Haliti;Asdren;1-60;01_Startelf
2023/24;14;Haliti;Asdren;Voll;01_Startelf
2023/24;15;Haliti;Asdren;Voll;01_Startelf
2023/24;16;Haliti;Asdren;Voll;01_Startelf
2023/24;17;Haliti;Asdren;Voll;01_Startelf
2023/24;20;Haliti;Asdren;Voll;01_Startelf
2023/24;21;Haliti;Asdren;Voll;01_Startelf
2023/24;22;Haliti;Asdren;1-88;01_Startelf
2023/24;23;Haliti;Asdren;Voll;01_Startelf
2023/24;24;Haliti;Asdren;1-75;01_Startelf
2023/24;25;Haliti;Asdren;Voll;01_Startelf
2023/24;26;Haliti;Asdren;75-90;02_Bank
2023/24;27;Haliti;Asdren;Voll;01_Startelf
2023/24;28;Haliti;Asdren;Voll;01_Startelf
2023/24;29;Haliti;Asdren;Voll;01_Startelf
2023/24;30;Haliti;Asdren;Voll;01_Startelf
2023/24;5;Heinz;Merlin;46-61;02_Bank
2023/24;10;Heinz;Merlin;Kader;03_Kader
2023/24;11;Heinz;Merlin;73-90;02_Bank
2023/24;12;Heinz;Merlin;46-90;02_Bank
2023/24;13;Heinz;Merlin;Voll;01_Startelf
2023/24;14;Heinz;Merlin;Voll;01_Startelf
2023/24;15;Heinz;Merlin;Voll;01_Startelf
2023/24;16;Heinz;Merlin;1-90;01_Startelf
2023/24;17;Heinz;Merlin;Voll;01_Startelf
2023/24;18;Heinz;Merlin;1-74;01_Startelf
2023/24;20;Heinz;Merlin;Kader;03_Kader
2023/24;21;Heinz;Merlin;46-90;02_Bank
2023/24;22;Heinz;Merlin;Voll;01_Startelf
2023/24;23;Heinz;Merlin;Voll;01_Startelf
2023/24;24;Heinz;Merlin;Voll;01_Startelf
2023/24;25;Heinz;Merlin;1-58;01_Startelf
2023/24;27;Heinz;Merlin;35-84;02_Bank
2023/24;28;Heinz;Merlin;1-90;01_Startelf
2023/24;29;Heinz;Merlin;Voll;01_Startelf
2023/24;30;Heinz;Merlin;Voll;01_Startelf
2023/24;2;Houghton;Niklaas;Voll;01_Startelf
2023/24;3;Houghton;Niklaas;1-70;01_Startelf
2023/24;5;Houghton;Niklaas;Voll;01_Startelf
2023/24;6;Houghton;Niklaas;1-86;01_Startelf
2023/24;7;Houghton;Niklaas;1-45;01_Startelf
2023/24;8;Houghton;Niklaas;Voll;01_Startelf
2023/24;9;Houghton;Niklaas;Voll;01_Startelf
2023/24;10;Houghton;Niklaas;1-76;01_Startelf
2023/24;11;Houghton;Niklaas;1-73;01_Startelf
2023/24;12;Houghton;Niklaas;Voll;01_Startelf
2023/24;13;Houghton;Niklaas;Voll;01_Startelf
2023/24;14;Houghton;Niklaas;1-66;01_Startelf
2023/24;15;Houghton;Niklaas;1-56;01_Startelf
2023/24;16;Houghton;Niklaas;1-66;01_Startelf
2023/24;17;Houghton;Niklaas;Voll;01_Startelf
2023/24;18;Houghton;Niklaas;61-90;02_Bank
2023/24;20;Houghton;Niklaas;1-90;01_Startelf
2023/24;21;Houghton;Niklaas;1-89;01_Startelf
2023/24;22;Houghton;Niklaas;Voll;01_Startelf
2023/24;23;Houghton;Niklaas;Voll;01_Startelf
2023/24;24;Houghton;Niklaas;Voll;01_Startelf
2023/24;25;Houghton;Niklaas;1-67;01_Startelf
2023/24;26;Houghton;Niklaas;Voll;01_Startelf
2023/24;27;Houghton;Niklaas;1-88;01_Startelf
2023/24;28;Houghton;Niklaas;Voll;01_Startelf
2023/24;29;Houghton;Niklaas;Voll;01_Startelf
2023/24;9;Kamp;Philipp;Kader;03_Kader
2023/24;16;Kamp;Philipp;Kader;03_Kader
2023/24;1;Kocak;Canel;Kader;03_Kader
2023/24;2;Kocak;Canel;Kader;03_Kader
2023/24;3;Kocak;Canel;70-90;02_Bank
2023/24;7;Kocak;Canel;77-90;02_Bank
2023/24;8;Kocak;Canel;Kader;03_Kader
2023/24;9;Kocak;Canel;Kader;03_Kader
2023/24;12;Kocak;Canel;73-90;02_Bank
2023/24;13;Kocak;Canel;75-90;02_Bank
2023/24;14;Kocak;Canel;Kader;03_Kader
2023/24;15;Kocak;Canel;63-90;02_Bank
2023/24;16;Kocak;Canel;75-90;02_Bank
2023/24;17;Kocak;Canel;Kader;03_Kader
2023/24;18;Kocak;Canel;74-90;02_Bank
2023/24;20;Kocak;Canel;81-90;02_Bank
2023/24;21;Kocak;Canel;78-90;02_Bank
2023/24;22;Kocak;Canel;88-90;02_Bank
2023/24;24;Kocak;Canel;Kader;03_Kader
2023/24;1;Kötter;Marco;75-90;02_Bank
2023/24;2;Kötter;Marco;75-90;02_Bank
2023/24;3;Kötter;Marco;65-90;02_Bank
2023/24;5;Kötter;Marco;61-90;02_Bank
2023/24;6;Kötter;Marco;1-76;01_Startelf
